date,"Rainfall, mm.",S.3,S.4B,S.42,S.14,"Inflow, cms"
21/02/19,0.0,4.3,0,0,0.12,0.00
22/02/19,0.0,2.59,0,0,0.12,0.00
23/02/19,0.0,2.23,0,0,0.14,0.00
24/02/19,0.0,1.11,0,0,0.14,0.00
25/02/19,0.8,0.14,0,0,0.16,0.00
26/02/19,0.0,0,0,0,0.16,0.00
27/02/19,0.0,0,0,0,0.14,0.00
28/02/19,0.0,0,0,0,0.12,0.00
01/03/19,0.0,0.14,0,0,0.12,0.00
02/03/19,0.0,0.36,0,0,0.12,0.00
03/03/19,0.0,0.59,0,0,0.12,0.00
04/03/19,0.0,0.68,0,0,0.12,0.00
05/03/19,0.0,0.59,0,0,0.12,0.00
06/03/19,0.0,0.32,0,0,0.12,0.00
07/03/19,0.0,0.23,0,0,0.12,0.00
08/03/19,0.0,0.14,0,0,0.12,0.00
09/03/19,0.0,0.14,0,0,0.12,0.00
10/03/19,0.0,0,0,0,0.12,0.00
11/03/19,0.0,0,0,0,0.12,0.00
12/03/19,0.0,0,0,0,0.12,0.00
13/03/19,0.0,0,0,0,0.14,0.00
14/03/19,0.0,0,0,0,0.14,0.00
15/03/19,0.0,0,0,0,0.14,0.00
16/03/19,0.0,0,0,0,0.14,0.00
17/03/19,0.0,0,0,0,0.14,0.00
18/03/19,1.6,0,0,0,0.14,0.00
19/03/19,0.0,0,0,0,0.14,0.00
20/03/19,0.0,0,0,0,0.14,0.00
21/03/19,0.0,0,0,0,0.14,0.00
22/03/19,0.0,0,0,0,0.14,0.00
23/03/19,0.0,0,0,0,0.14,0.00
24/03/19,0.0,0,0,0,0.16,0.00
25/03/19,13.5,0,0,0,0.16,0.00
26/03/19,0.0,0,0,0,0.16,0.00
27/03/19,0.0,0,0,0,0.16,0.00
28/03/19,0.0,0,0,0,0.16,0.00
29/03/19,0.0,0,0,0,0.16,0.00
30/03/19,0.0,0,0,0,0.16,0.00
31/03/19,0.0,0,0,0,0.16,0.00
01/04/19,6.0,0,0,0,0.12,0.00
02/04/19,11.2,0,0,0,0.12,0.00
03/04/19,0.1,0,0,0,0.12,0.00
04/04/19,0.0,0,0,0,0.12,0.00
05/04/19,3.1,0,0,0,0.12,0.00
06/04/19,0.3,0,0,0,0.12,0.00
07/04/19,4.0,0,0,0,0.12,0.00
08/04/19,0.0,0,0,0,0.12,0.00
09/04/19,0.0,0,0,0,0.12,0.00
10/04/19,0.0,0,0,0,0.12,0.00
11/04/19,0.0,0,0,0,0.12,0.00
12/04/19,0.0,0,0,0,0.12,0.00
13/04/19,0.0,0,0,0,0.14,0.00
14/04/19,0.0,0,0,0,0.14,0.00
15/04/19,0.0,0,0,0,0.14,0.00
16/04/19,0.0,0,0,0,0.14,0.00
17/04/19,0.0,0,0,0,0.14,0.00
18/04/19,0.0,0,0,0,0.14,0.00
19/04/19,0.0,0,0,0,0.14,0.00
20/04/19,0.0,0,0,0,0.14,0.00
21/04/19,0.0,0,0,0,0.14,0.00
22/04/19,2.3,0,0,0,0.14,0.00
23/04/19,0.0,0,0,0,0.14,0.00
24/04/19,0.0,0,0,0,0.16,0.00
25/04/19,1.2,0,0,0,0.16,0.00
26/04/19,0.9,0,0,0,0.16,0.00
27/04/19,0.4,0,0,0,0.16,0.00
28/04/19,0.1,0,0,0,0.16,0.00
29/04/19,0.0,0,0,0,0.16,0.00
30/04/19,0.0,0,0,0,0.16,0.00
01/05/19,0.0,0,0,0,0,0.00
02/05/19,0.0,0,0,0,0,0.00
03/05/19,0.0,0,0,0,0,0.00
04/05/19,1.2,0,0,0,0,0.00
05/05/19,4.0,0,0,0,0,0.00
06/05/19,0.0,0,0,0,0,0.00
07/05/19,0.0,0,0,0,0,0.00
08/05/19,1.0,0,0,0,0,0.00
09/05/19,1.2,0,0,0,0,0.00
10/05/19,0.0,0,0,0,0,0.00
11/05/19,3.4,0,0,0,0,0.00
12/05/19,14.2,0,0,0,0,0.00
13/05/19,10.7,0,0,0,0,0.00
14/05/19,5.3,0,0,0,0,0.00
15/05/19,6.5,0.92,0,0,0,0.00
16/05/19,7.6,5.85,0,0,0,0.00
17/05/19,0.0,2,0,0,0,0.00
18/05/19,0.0,0.31,0,0,0,0.00
19/05/19,0.0,0.05,0,0,0,0.00
20/05/19,0.0,0,0,0,0,0.00
21/05/19,21.2,0,0,0,0,0.00
22/05/19,15.2,0.08,0,0,0,0.00
23/05/19,0.2,8,0,0,0,0.00
24/05/19,9.0,0.23,0,0,0,0.00
25/05/19,1.0,0,0,0,0,0.00
26/05/19,2.4,2.63,0.08,0,0,0.00
27/05/19,0.0,0.55,1.87,0,0,0.00
28/05/19,2.5,1.3,1.78,0,0,0.00
29/05/19,1.4,0.33,1.2,0,0,0.00
30/05/19,4.7,0.19,1.36,0,0,0.00
31/05/19,1.4,0.17,1.36,0,0,0.00
01/06/19,0.0,2,1.36,0,0,0.00
02/06/19,8.5,1.25,1.36,0,0,0.00
03/06/19,1.3,0.75,0.96,0,0,0.00
04/06/19,1.0,2.49,0.16,0,0,0.00
05/06/19,9.1,1.03,0,0,0,0.00
06/06/19,11.5,0.43,0,0,0.04,0.00
07/06/19,6.2,4,0,0,0.04,0.00
08/06/19,2.7,5.13,0,0,0.04,0.00
09/06/19,1.7,3.7,0,0,0.04,0.00
10/06/19,0.2,1.44,2.05,0,0.04,0.00
11/06/19,0.9,0.63,1.87,0,0.04,0.00
12/06/19,0.8,0.31,0.8,0,0.04,2.08
13/06/19,1.9,0.25,0.88,0,0.04,0.00
14/06/19,0.4,0.12,0.72,0,0.04,0.00
15/06/19,0.2,0.06,0.64,0,0.04,0.00
16/06/19,15.9,0.02,0.08,0,0.04,0.00
17/06/19,2.8,8.6,0,0,0.04,0.00
18/06/19,0.2,20.5,0,0,0.04,0.00
19/06/19,2.3,5.76,14.66,0,0.04,0.00
20/06/19,0.0,2,7.82,0,0.04,0.00
21/06/19,0.0,1.08,6.32,0,0.04,0.00
22/06/19,6.5,1.03,2.05,0,0.04,0.00
23/06/19,1.3,0.97,1.2,0,0.04,0.00
24/06/19,0.0,0.25,0,0,0.04,0.00
25/06/19,0.6,0.11,0,0,0.04,0.00
26/06/19,6.5,0.09,0,0,0.04,0.00
27/06/19,1.6,2.35,0,0,0.04,0.00
28/06/19,0.6,9.5,0,0,0.04,0.00
29/06/19,0.0,2.49,0,0,0.04,0.00
30/06/19,13.8,1.65,0,0,0.04,0.00
01/07/19,0.3,5.4,0.8,0,0.04,0.00
02/07/19,15.0,16.36,0,0,0.04,0.00
03/07/19,28.8,2.42,0.8,0,0.04,2.31
04/07/19,0.1,4.47,1.78,0,0.04,2.31
05/07/19,0.0,5.49,2.23,0,0.04,0.00
06/07/19,0.0,2.21,1.96,0,0.04,0.00
07/07/19,0.0,1.08,1.87,0,0.04,0.00
08/07/19,11.2,0.86,1.12,0,0.04,0.00
09/07/19,4.4,0.81,0.88,0,0.04,0.00
10/07/19,0.0,4,0.56,0,0.04,0.00
11/07/19,1.1,1.72,0,0,0.04,0.00
12/07/19,8.1,0.55,0,0,0.04,0.00
13/07/19,0.0,0.35,0,0,0.04,0.00
14/07/19,0.0,0.25,0,0,0.04,0.00
15/07/19,0.0,0.15,0,0,0.04,0.00
16/07/19,0.0,0.15,0,0,0.04,0.00
17/07/19,0.0,0.11,0,0,0.04,0.00
18/07/19,0.0,0.05,0,0,0.04,0.00
19/07/19,0.0,0.05,0,0,0.04,0.00
20/07/19,0.0,0,0,0,0.04,0.00
21/07/19,11.6,0,0,0,0.04,0.00
22/07/19,0.0,0,0,0,0.04,0.00
23/07/19,1.1,0.43,0,0,0.04,0.00
24/07/19,7.4,0.14,0,0,0.04,0.00
25/07/19,11.8,0.06,0,0,0.04,0.00
26/07/19,0.2,0.27,0,0,0.04,0.00
27/07/19,0.0,3.33,0,0,0.04,0.00
28/07/19,0.0,1.14,0,0,0.04,0.00
29/07/19,1.0,0.35,0,0,0.04,0.00
30/07/19,0.7,0.33,0,0,0.04,0.00
31/07/19,0.0,0.25,0,0,0.04,0.00
01/08/19,2.5,0.21,0,0,0.04,0.00
02/08/19,0.1,0.19,0,0,0.04,0.00
03/08/19,0.4,0.23,0,0,0.04,0.00
04/08/19,2.5,0.27,0,0,0.04,0.00
05/08/19,2.3,0.19,0,0,0.04,0.00
06/08/19,0.1,0.14,0,0,0.04,0.00
07/08/19,0.0,0.23,0,0,0.2,0.00
08/08/19,2.1,0.33,0,0,0.3,0.00
09/08/19,18.0,0.19,0,0,0.3,0.00
10/08/19,2.0,0.12,0,0,0.3,3.59
11/08/19,10.8,5.31,0,0,0.3,3.59
12/08/19,1.8,8.2,0,0,0.3,19.44
13/08/19,12.9,6.8,0,0,0.3,3.70
14/08/19,11.5,4.55,0,0,0.3,19.44
15/08/19,0.4,4.79,0,0,0.3,17.48
16/08/19,6.2,2.49,0,0,0.3,0.00
17/08/19,13.3,6.8,0,0,0.3,3.70
18/08/19,0.9,24.28,0,0,0.3,1.74
19/08/19,7.4,39.3,14.28,0,0.3,0.00
20/08/19,27.8,10.58,26.52,0,0.3,3.70
21/08/19,1.6,9.6,9.01,0,0.32,9.61
22/08/19,5.3,35.12,10.74,0,0.32,5.56
23/08/19,6.4,29.04,32.6,0,0.32,2.66
24/08/19,31.7,49.54,33.52,0,0.32,1.62
25/08/19,0.8,59.1,50.32,0,0.62,3.59
26/08/19,5.4,84.21,61.85,26.83,0.32,1.62
27/08/19,3.7,60.68,72.2,137.9,0.32,3.59
28/08/19,5.1,38.37,72.8,161.38,0.32,1.62
29/08/19,4.8,19.46,57.88,163.22,0.32,35.07
30/08/19,49.3,18.55,41.86,156.32,5.2,88.31
31/08/19,9.1,57.1,71.9,170.58,34.5,119.44
01/09/19,9.8,84.6,109.3,210.3,6.78,217.01
02/09/19,37.1,86.55,121.14,245.04,2.97,200.93
03/09/19,10.3,90.7,125.62,268.7,67.36,215.86
04/09/19,0.0,101.78,126,285.78,67.36,192.25
05/09/19,3.7,48.22,124.86,292.8,23.44,293.29
06/09/19,6.9,23.58,122.25,282.54,6.92,366.90
07/09/19,0.6,25.79,100.56,258.82,4.95,322.69
08/09/19,0.8,15.64,73.4,232.8,1.74,305.21
09/09/19,1.0,11.02,48.76,214.3,0.56,278.70
10/09/19,3.8,8.8,32.16,205.3,0.28,234.03
11/09/19,2.6,7.07,22.74,200.8,0.56,210.19
12/09/19,0.0,7.25,22.95,199.3,17.58,269.10
13/09/19,10.4,5.67,26.52,187.04,7.52,245.37
14/09/19,3.2,9.5,18.4,163.22,2.76,259.03
15/09/19,3.9,11.02,23.79,126.04,9.1,272.22
16/09/19,0.0,5.04,18.2,90.2,2.34,144.10
17/09/19,0.5,4.63,10.2,70.41,1.56,154.40
18/09/19,0.0,3.19,9.18,58.09,0.86,97.69
19/09/19,3.5,2.56,8.33,52.23,0.88,96.76
20/09/19,6.3,2.07,7.99,43.92,0.88,57.29
21/09/19,4.9,3.48,7.99,42.86,0.88,30.56
22/09/19,2.2,3.48,7.82,48.58,0.88,30.56
23/09/19,0.8,2.28,8.84,48.85,0.86,94.91
24/09/19,0.0,1.37,9.01,49.13,0.86,30.67
25/09/19,0.0,0.92,31.94,49.68,0.86,17.82
26/09/19,0.0,0.63,38.26,49.4,0.86,17.82
27/09/19,0.0,0.59,37.54,48.58,0.86,4.98
28/09/19,0.0,0.43,36.82,18.03,0.86,11.00
29/09/19,0.0,0.33,34.67,10.3,0.86,36.69
30/09/19,0.0,0.14,32.83,6.15,0.86,30.67
01/10/19,0.0,0.03,29.52,3.88,0.24,30.67
02/10/19,9.5,0,25.68,2.52,0.24,30.79
03/10/19,0.4,0,22.32,1.69,0.24,17.82
04/10/19,0.3,0,19.4,1.25,0.24,0.00
05/10/19,0.1,0,16.6,0.81,0.24,0.00
06/10/19,1.0,0.03,14.09,0.65,0.24,0.00
07/10/19,0.8,0.23,12,0.5,0.24,0.00
08/10/19,0.0,0.33,10.03,0.35,0.24,0.00
09/10/19,2.7,0.08,9.01,0.2,0.24,5.21
10/10/19,7.0,0,8.84,1.36,0.24,5.21
11/10/19,1.6,0,7.48,3.18,0.24,5.21
12/10/19,9.1,22.88,5.84,2.4,0.24,18.06
13/10/19,0.7,6.42,55.26,1.92,0.24,18.06
14/10/19,0.0,5.58,33.52,1.47,0.24,18.06
15/10/19,0.1,3.19,29.08,1.92,0.24,5.21
16/10/19,0.0,1.58,20.22,2.16,0.24,5.21
17/10/19,0.0,2.14,12,1.8,0.24,0.00
18/10/19,0.0,2.07,9.35,1.58,0.24,0.00
19/10/19,0.0,1.14,11.64,1.36,0.24,0.00
20/10/19,0.0,0.25,9.35,1.25,0.24,0.00
21/10/19,0.0,0.75,9.01,0.92,0.24,4.75
22/10/19,0.0,0.47,8.67,0.6,0.24,0.00
23/10/19,0.0,0.31,8.84,0.25,0.24,0.00
24/10/19,0.0,0.03,6.16,0.08,0.24,0.00
25/10/19,0.0,0,6.97,0.04,0.24,0.00
26/10/19,0.0,0,5.68,0,0.24,0.00
27/10/19,0.0,0.21,5.52,0,0.24,0.00
28/10/19,0.0,0.21,5.36,0,0.24,0.00
29/10/19,0.0,0.03,2.5,0,0.24,0.00
30/10/19,0.0,0.19,0,0,0.24,0.00
31/10/19,1.0,0.14,0,0,0.24,0.00
01/11/19,0.2,0.08,0,0,0,0.00
02/11/19,0.9,0.06,0,0,0,0.00
03/11/19,0.1,0.27,0,0,0,0.00
04/11/19,0.0,0.21,0.32,0,0,0.00
05/11/19,0.0,0.09,0.24,0,0,0.00
06/11/19,0.0,0.19,0.16,0,0,0.00
07/11/19,0.0,0.31,0.16,0,0,0.00
08/11/19,0.0,0.43,0.08,0,0,0.00
09/11/19,0.0,0.81,0.08,0,0,0.00
10/11/19,0.0,0.31,0,0,0,0.00
11/11/19,0.0,0.55,0,0,0,0.00
12/11/19,0.0,0.51,0,0,0,0.00
13/11/19,0.5,0.63,0,0,0,0.00
14/11/19,0.0,0.39,0,0,0,6.94
15/11/19,0.0,0.15,0,0,0,0.00
16/11/19,0.0,0.12,0,0,0,0.00
17/11/19,0.0,0.17,0,0,0,0.00
18/11/19,0.0,0.23,0,0,0,0.00
19/11/19,0.0,0.29,0,0,0,0.00
20/11/19,0.0,0.21,0,0,0,0.00
21/11/19,0.0,0.25,0,0,0,0.00
22/11/19,0.0,0.23,0,0,0,0.00
23/11/19,0.0,0.11,0,0,0,6.13
24/11/19,0.0,0.21,0,0,0,0.00
25/11/19,0.0,0.25,0,0,0,6.13
26/11/19,0.0,0.43,0,0,0,0.00
27/11/19,0.0,0.43,0,0,0,6.13
28/11/19,0.0,0.27,0,0,0,0.00
29/11/19,0.0,0.39,0,0,0,0.00
30/11/19,0.0,0.29,0,0,0,0.00
01/12/19,0.0,0.08,0,0,0,0.00
02/12/19,0.0,0,0,0,0,0.00
03/12/19,0.0,0,0,0,0,0.00
04/12/19,0.0,0,0,0,0,0.00
05/12/19,0.0,0,0,0,0,0.00
06/12/19,0.0,0,0,0,0,0.00
07/12/19,0.0,0,0,0,0,0.00
08/12/19,0.0,0,0,0,0,0.00
09/12/19,0.0,0,0,0,0,0.00
10/12/19,0.0,0,0,0,0,0.00
11/12/19,0.0,0,0,0,0,0.00
12/12/19,0.0,0,0,0,0,0.00
13/12/19,0.0,0,0,0,0,0.00
14/12/19,0.0,0,0,0,0,0.00
15/12/19,0.0,0,0,0,0,0.00
16/12/19,0.0,0,0,0,0,0.00
17/12/19,0.0,0,0,0,0,0.00
18/12/19,0.0,0,0,0,0,0.00
19/12/19,0.0,0,0,0,0,0.00
20/12/19,0.0,0,0,0,0,0.00
21/12/19,0.0,0,0,0,0,0.00
22/12/19,0.0,0,0,0,0,0.00
23/12/19,0.0,0,0,0,0,0.00
24/12/19,0.0,0,0,0,0,0.00
25/12/19,0.0,0,0,0,0,0.00
26/12/19,0.0,0,0,0,0,0.00
27/12/19,0.0,0,0,0,0,0.00
28/12/19,0.0,0,0,0,0,0.00
29/12/19,0.0,0,0,0,0,0.00
30/12/19,0.0,0,0,0,0,0.00
31/12/19,0.0,0,0,0,0,0.00
01/01/20,0.0,0,0,0,0.04,0.00
02/01/20,0.0,0,0,0,0.04,0.00
03/01/20,0.0,0,0,0,0.04,0.00
04/01/20,0.0,0,0,0,0.04,0.00
05/01/20,0.0,0,0,0,0.04,0.00
06/01/20,0.0,0,0,0,0.08,0.00
07/01/20,0.0,0,0,0,0.08,0.00
08/01/20,0.0,0,0,0,0.08,0.00
09/01/20,0.0,0,0,0,0.08,0.00
10/01/20,0.0,0,0,0,0.08,0.00
11/01/20,0.0,0,0,0,0.12,0.00
12/01/20,0.0,0,0,0,0.12,0.00
13/01/20,0.0,0,0,0,0.12,0.00
14/01/20,0.0,0,0,0,0.12,0.00
15/01/20,0.0,0,0,0,0.12,0.00
16/01/20,0.0,0,0,0,0.16,0.00
17/01/20,0.0,0,0,0,0.16,0.00
18/01/20,0.0,0,0,0,0.16,0.00
19/01/20,0.0,0,0,0,0.16,0.00
20/01/20,0.0,0,0,0,0.16,0.00
21/01/20,0.0,0,0,0,0.16,0.00
22/01/20,0.0,0,0,0,0.16,0.00
23/01/20,0.0,0,0,0,0.16,0.00
24/01/20,0.0,0,0,0,0.16,0.00
25/01/20,0.0,0,0,0,0.16,0.00
26/01/20,0.0,0,0,0,0.16,0.00
27/01/20,0.0,0,0,0,0.16,0.00
28/01/20,0.0,0,0,0,0.16,0.00
29/01/20,0.0,0,0,0,0.16,0.00
30/01/20,0.0,0,0,0,0.16,0.00
31/01/20,0.0,0,0,0,0.16,0.00
01/02/20,0.0,0,0,0,0.14,0.00
02/02/20,0.0,0,0,0,0.14,0.00
03/02/20,0.0,0,0,0,0.14,0.00
04/02/20,0.0,0,0,0,0.14,0.00
05/02/20,0.0,0,0,0,0.14,0.00
06/02/20,0.0,0,0,0,0.14,0.00
07/02/20,0.0,0,0,0,0.14,0.00
08/02/20,0.0,0,0,0,0.14,0.00
09/02/20,0.0,0,0,0,0.14,0.00
10/02/20,0.0,0,0,0,0.14,0.00
11/02/20,0.0,0,0,0,0.14,0.00
12/02/20,0.0,0,0,0,0.14,0.00
13/02/20,0.0,0,0,0,0.14,0.00
14/02/20,0.0,0,0,0,0.14,0.00
15/02/20,0.0,0,0,0,0.14,0.00
16/02/20,0.0,0,0,0,0.14,0.00
17/02/20,0.0,0,0,0,0.14,0.00
18/02/20,0.0,0,0,0,0.14,0.00
19/02/20,0.0,0,0,0,0.14,0.00
20/02/20,0.0,0,0,0,0.14,0.00
21/02/20,0.0,0,0,0,0.14,0.00
22/02/20,0.0,0,0,0,0.14,0.00
23/02/20,0.0,0,0,0,0.14,0.00
24/02/20,0.0,0,0,0,0.14,0.00
25/02/20,0.0,0,0,0,0.14,0.00
26/02/20,0.0,0,0,0,0.14,0.00
27/02/20,0.0,0,0,0,0.14,0.00
28/02/20,0.0,0,0,0,0.14,0.00
29/02/20,0.0,0,0,0,0.14,0.00
01/03/20,0.0,0,0,0,0.1,0.00
02/03/20,0.0,0,0,0,0.1,0.00
03/03/20,2.0,0,0,0,0.1,0.00
04/03/20,4.4,0,0,0,0.1,0.00
05/03/20,12.1,0,0,0,0.1,0.00
06/03/20,0.0,0,0,0,0.1,0.00
07/03/20,0.0,0,0,0,0.1,0.00
08/03/20,0.0,0,0,0,0.1,0.00
09/03/20,0.0,0,0,0,0.1,0.00
10/03/20,0.0,0,0,0,0.1,0.00
11/03/20,0.0,0,0,0,0.1,0.00
12/03/20,0.0,0.12,0,0,0.1,0.00
13/03/20,0.0,0.14,0,0,0.1,0.00
14/03/20,6.4,0.14,0,0,0.1,0.00
15/03/20,19.6,0.12,0,0,0.1,0.00
16/03/20,0.0,0.02,0,0,0.1,124.77
17/03/20,0.0,0,0,0,0.1,9.03
18/03/20,0.0,0,0,0,0.1,0.12
19/03/20,0.0,0,0,0,0.1,0.00
20/03/20,1.3,0,0,0,0.1,0.00
21/03/20,1.4,0,0,0,0.1,0.00
22/03/20,0.0,0,0,0,0.1,0.00
23/03/20,0.2,0,0,0,0.1,0.00
24/03/20,0.0,0,0,0,0.1,0.00
25/03/20,0.0,0,0,0,0.1,0.00
26/03/20,0.0,0,0,0,0.1,0.00
27/03/20,0.0,0,0,0,0.1,0.00
28/03/20,0.0,0,0,0,0.1,0.00
29/03/20,0.0,0,0,0,0.1,0.00
30/03/20,0.0,0,0,0,0.1,0.00
31/03/20,0.0,0,0,0,0.1,0.00
01/04/20,0.0,0,0,0,0,0.00
02/04/20,0.0,0,0,0,0,0.00
03/04/20,0.9,0,0,0,0,0.00
04/04/20,0.2,0,0,0,0,0.00
05/04/20,0.0,0,0,0,0,0.00
06/04/20,0.0,0,0,0,0,0.00
07/04/20,0.0,0,0,0,0,0.00
08/04/20,0.0,0,0,0,0,0.00
09/04/20,3.8,0,0,0,0,0.00
10/04/20,1.7,0,0,0,0,8.68
11/04/20,0.0,0,0,0,0,0.00
12/04/20,0.6,0,0,0,0,0.00
13/04/20,0.0,0,0,0,0,0.00
14/04/20,0.0,0,0,0,0,0.00
15/04/20,0.0,0,0,0,0,0.00
16/04/20,0.0,0,0,0,0,0.00
17/04/20,1.7,0,0,0,0,0.00
18/04/20,0.0,0,0,0,0,4.67
19/04/20,0.0,0,0,0,0,1.85
20/04/20,0.0,0,0,0,0,0.00
21/04/20,0.0,0,0,0,0,0.00
22/04/20,0.0,0,0,0,0,0.00
23/04/20,2.1,0,0,0,0,0.00
24/04/20,9.3,0,0,0,0,0.00
25/04/20,5.4,0,0,0,0,0.00
26/04/20,0.0,0,0,0,0,0.00
27/04/20,0.0,1.15,0,0,0,0.00
28/04/20,0.0,2.63,0,0,0,0.00
29/04/20,0.0,0.85,0,0,0,0.00
30/04/20,0.0,0.35,0,0,0,0.00
01/05/20,0.7,0.13,0,0,0,0.00
02/05/20,0.8,0,0,0,0,0.00
03/05/20,0.6,0,0,0,0,0.00
04/05/20,2.1,0,0,0,0,0.00
05/05/20,0.6,0,0,0,0,0.00
06/05/20,0.0,0,0,0,0,0.00
07/05/20,3.2,0,0,2.07,0,0.00
08/05/20,2.4,0,0,0.36,0,0.00
09/05/20,0.5,0,0,0,0,0.00
10/05/20,2.0,0,0,0.81,0,0.00
11/05/20,9.1,0,0,0,0,0.00
12/05/20,0.0,0,0,0,0,2.66
13/05/20,0.0,0,0,0,0,19.91
14/05/20,1.5,0,0,0,0,25.69
15/05/20,0.0,0,0,0,0,5.86
16/05/20,0.0,0,0,0,0,5.86
17/05/20,0.0,0,0,0,0,0.93
18/05/20,3.4,0,0,0,0,0.00
19/05/20,1.1,0,0,0,0,0.00
20/05/20,0.0,0,0,0,0,0.00
21/05/20,0.0,0.45,0,0,0,0.00
22/05/20,0.0,0.18,0,0,0,0.00
23/05/20,0.0,0.03,0,0,0,0.00
24/05/20,3.3,0,0,0,0,0.00
25/05/20,0.6,0,0,0,0,0.00
26/05/20,3.5,0,0,0,0,0.00
27/05/20,0.0,0,0,0,0,0.00
28/05/20,3.0,0,0,0,0,22.45
29/05/20,13.7,0,0,0,0,27.43
30/05/20,0.0,0,0,0,0,21.30
31/05/20,5.5,0,0,0,0,22.45
01/06/20,0.0,0,0,0,0,0.00
02/06/20,16.9,0,0,0,0,0.00
03/06/20,0.7,0,0,0,0,12.27
04/06/20,0.7,1.05,0,0,0,13.08
05/06/20,5.9,4.89,0,0,0,2.31
06/06/20,7.5,14.14,0,0,0,2.31
07/06/20,0.9,6.6,0,0,0,2.31
08/06/20,1.9,0.95,0,0,0,2.31
09/06/20,1.7,0.4,0,0,0,2.31
10/06/20,0.0,0.28,0,0,0,2.31
11/06/20,0.0,0.38,0,0,0,2.31
12/06/20,0.0,0.2,0,0,0,2.31
13/06/20,1.3,0.03,0,0,0,2.31
14/06/20,46.6,0,0,0,0,2.20
15/06/20,2.7,11.58,0,0,0,7.18
16/06/20,7.8,35.38,0,0,0,2.20
17/06/20,15.7,10.66,0,0,0,17.13
18/06/20,2.3,6.81,12.35,0,0,17.13
19/06/20,0.5,25.18,5.55,0,0,7.18
20/06/20,0.0,15.22,6.07,0,0,2.31
21/06/20,1.1,4.89,8.04,0.54,0,2.20
22/06/20,5.5,2.48,4.78,3.96,0,2.20
23/06/20,3.3,3,2.53,1.08,0,2.20
24/06/20,1.0,1.5,0.72,0.18,0,2.20
25/06/20,3.6,3.36,0.36,0.09,0,7.18
26/06/20,0.0,1.35,0,0,0,2.20
27/06/20,5.3,3.18,0,0,0,2.20
28/06/20,0.0,2.18,0,0,0,2.20
29/06/20,0.0,1.3,0,0,0,2.20
30/06/20,0.0,0.8,0,0,0,2.20
01/07/20,0.0,0.48,0,0,0,2.20
02/07/20,0.6,0.3,0,0,0,1.97
03/07/20,5.0,0.1,0,0,0,1.97
04/07/20,1.3,0.03,0,0,0,1.97
05/07/20,0.5,6.6,0,0,0,1.97
06/07/20,9.0,16.48,0,0,0,0.00
07/07/20,20.8,5.7,0,0,0,0.00
08/07/20,0.0,4.08,2.9,0,0,0.00
09/07/20,2.6,1.65,3.15,0,0,0.00
10/07/20,1.1,0.7,3.03,0,0,0.00
11/07/20,0.0,0.55,0.84,0,0,1.97
12/07/20,0.0,1.45,0,0,0,6.94
13/07/20,9.3,0.35,0,0,0,11.11
14/07/20,3.0,0.3,0,0,0,6.94
15/07/20,4.0,0.3,0,0,0,11.92
16/07/20,19.8,31.57,0,0,0,0.00
17/07/20,0.6,28.78,3.28,0,0,0.00
18/07/20,0.0,66.83,22.1,0,0,0.00
19/07/20,4.4,32.04,41.8,0,0,0.00
20/07/20,8.4,5.97,26.3,0,0,0.00
21/07/20,4.8,2.78,3.78,0,0,1.85
22/07/20,0.7,4.8,0.6,0,0,6.83
23/07/20,0.3,34.74,0,0,0,11.81
24/07/20,5.7,5.43,18.23,0,0,1.85
25/07/20,2.7,4.8,9.12,0,0,1.85
26/07/20,0.0,15.22,0.6,0,0,6.83
27/07/20,0.3,7.02,0,0,0,1.74
28/07/20,7.0,1.65,0,0,0,1.85
29/07/20,6.2,0.7,0,0,0,6.71
30/07/20,0.0,7.13,0,0,0,1.74
31/07/20,0.6,1.8,0,0,0,1.85
01/08/20,14.2,0.7,0,0,0,1.85
02/08/20,11.2,2.03,0,0,0,1.74
03/08/20,0.0,35.22,0,0,0,1.74
04/08/20,11.1,73.76,27.3,0,0,0.00
05/08/20,3.3,42.88,54.86,0,0,1.74
06/08/20,0.4,32.66,44.74,0,0,0.00
07/08/20,8.4,56.25,32.7,0,0,0.00
08/08/20,0.0,56.05,50.27,0,0,0.00
09/08/20,4.7,25.74,56.39,0,0,1.62
10/08/20,0.7,13.19,30.6,0,0,0.00
11/08/20,18.9,11.12,16.48,0,0,0.00
12/08/20,2.0,7.97,13.5,0,0,1.97
13/08/20,7.6,4.98,11.03,44.9,0,11.23
14/08/20,5.5,9.74,9.8,48.2,0,6.37
15/08/20,1.8,47.47,22.5,26.35,0,1.50
16/08/20,0.7,41.8,49.76,15.7,0,1.50
17/08/20,7.3,19.08,52.82,12.9,0,0.00
18/08/20,4.6,13.3,35.18,14.9,0,0.00
19/08/20,8.3,10.54,24.3,33.31,0,0.00
20/08/20,8.2,8.49,20.33,53,0,0.00
21/08/20,3.5,8.07,18.05,59.77,0,0.00
22/08/20,3.9,5.34,14.9,53.3,0,0.00
23/08/20,2.7,5.07,11.03,44.6,0,0.00
24/08/20,0.0,19.08,11.36,36.26,0,29.51
25/08/20,0.0,41.08,28.92,30.7,0,35.88
26/08/20,0.0,16.61,41.11,25.48,0,60.42
27/08/20,3.6,9.16,20.15,17.78,0,65.39
28/08/20,0.0,6.33,11.85,21.83,0,50.93
29/08/20,0.0,4.8,9.12,36.26,0,46.18
30/08/20,0.2,3.99,9.66,33.31,0,2.31
