date,"Rainfall, mm.",S.3,S.4B,S.42,S.14,"Inflow, cms"
31/08/20,19.0,4.08,9.66,18.05,0,0.00
01/09/20,1.0,5.34,4.78,12.19,1.78,6.60
02/09/20,0.0,10.31,4.28,8.79,15.4,84.38
03/09/20,5.2,10.08,3.53,6.17,0.39,36.11
04/09/20,1.8,10.08,3.03,3.96,0,23.61
05/09/20,8.7,13.42,3.28,2.61,0,0.00
06/09/20,5.3,5.7,2.53,5,0,1.74
07/09/20,9.8,7.34,2.4,10.66,0,1.74
08/09/20,0.0,6.15,4.28,10.66,0,0.00
09/09/20,0.0,2.78,4.53,20.21,0,0.00
10/09/20,0.2,2.85,2.28,23.78,0,0.00
11/09/20,5.8,1.73,0.24,14.5,0,1.62
12/09/20,11.9,1.3,3.9,7.94,0,0.00
13/09/20,0.3,14.02,6.2,5.13,6.8,79.40
14/09/20,0.0,10.2,22.7,8.45,8.38,21.18
15/09/20,1.9,4.53,17.35,8.45,1.06,21.18
16/09/20,0.0,14.74,18.4,6.82,1.06,21.18
17/09/20,0.5,10.08,40.65,5.26,1.06,21.18
18/09/20,141.3,11.35,36.75,4.22,2.32,1.74
19/09/20,26.1,4.98,38.12,51.2,70.3,45.49
20/09/20,1.3,25.46,33.83,226.81,334.9,292.82
21/09/20,9.6,67.25,48.23,280.05,53.08,325.00
22/09/20,1.5,46.12,61.3,255,12.36,393.63
23/09/20,18.5,55.66,60.2,210.2,7.76,429.98
24/09/20,4.6,47.67,63.01,168.9,38.2,403.47
25/09/20,0.0,26.77,66.06,143.2,52.08,235.65
26/09/20,1.5,17.78,55.63,126.89,14.84,486.46
27/09/20,29.2,12.38,46.21,112.2,7.68,316.67
28/09/20,15.8,12.04,40.19,102.4,31,239.70
29/09/20,24.2,20.51,39.96,98.5,31.6,197.45
30/09/20,1.0,29.87,42.29,89.08,14.92,170.60
01/10/20,0.4,82.73,56.9,72.24,6.76,132.06
02/10/20,23.1,67.67,75.35,59.46,5.12,93.63
03/10/20,5.1,44.32,82.25,72.24,22.18,119.44
04/10/20,0.4,53.13,80.55,91.03,50.4,145.14
05/10/20,0.9,45.94,80.55,102.4,16.8,145.25
06/10/20,0.0,34.74,81.2,110.22,4.68,119.56
07/10/20,1.9,30.64,76.98,123.54,3.25,119.68
08/10/20,8.8,19.34,70.36,134,2.08,68.29
09/10/20,1.5,18.17,60.75,137.74,1.21,119.68
10/10/20,0.7,15.46,54.1,137.4,1.21,145.49
11/10/20,0.0,12.96,47.72,134.34,1.21,158.33
12/10/20,1.6,10.31,42.54,128.57,0.82,158.45
13/10/20,5.1,10.54,38.35,120.19,0.56,123.15
14/10/20,3.4,10.43,35.85,109.23,0.56,134.49
15/10/20,9.3,10.89,15.45,94.28,0.94,121.30
16/10/20,29.3,12.38,19.17,82.58,28.86,148.15
17/10/20,9.6,18.82,37.2,80.3,58.74,228.13
18/10/20,3.1,15.22,50.5,88.43,80.6,260.07
19/10/20,0.3,13.07,46.34,100.78,35,212.27
20/10/20,0.0,14.5,39.2,108.58,4.92,180.32
21/10/20,0.0,11.58,34.81,109.56,6.2,164.35
22/10/20,0.0,9.97,28.64,105.33,4.33,100.58
23/10/20,0.0,8.39,23.06,95.9,3.79,116.55
24/10/20,0.0,7.02,17.93,82.9,3.49,121.53
25/10/20,0.0,6.71,13.9,69.38,2.62,121.64
26/10/20,1.1,6.24,11.38,55.12,2.35,87.15
27/10/20,3.8,5.34,9.75,44.6,2.41,57.84
28/10/20,20.6,5.43,9.48,35.67,2.41,41.81
29/10/20,25.0,5.79,9.21,29.83,13.72,121.70
30/10/20,9.3,7.86,14.52,32.44,45.8,121.74
31/10/20,5.6,9.16,19.48,38.32,20.22,183.70
01/11/20,0.0,6.71,18.86,44.3,11.48,148.70
02/11/20,0.0,5.52,16.38,47.3,11.64,101.32
03/11/20,0.0,5.07,13.06,49.1,7.96,85.39
04/11/20,0.0,4.62,10.29,46.7,3.52,53.45
05/11/20,0.0,4.26,8.94,41,1.48,69.43
06/11/20,0.0,4.08,7.77,32.44,3.82,53.48
07/11/20,0.1,3.9,6.72,23.78,4.88,37.52
08/11/20,0.0,3.45,6.51,17.51,5.48,37.53
09/11/20,0.0,3.54,5.34,15.1,5.84,21.56
10/11/20,0.0,3.27,4.86,12.53,5.68,21.57
11/11/20,3.2,3.09,4.44,10.32,9.7,24.10
12/11/20,0.0,3,4.18,8.79,5.8,10.67
13/11/20,0.0,3.09,3.79,7.6,5.6,10.67
14/11/20,0.0,2.93,3.4,6.69,4.51,26.66
15/11/20,0.0,2.78,2.7,5.65,3.67,22.43
16/11/20,0.0,2.63,2.04,3.96,3.43,5.61
17/11/20,0.0,2.63,1.86,3,3.34,24.12
18/11/20,0.0,2.55,1.68,2.61,1.9,10.69
19/11/20,0.0,2.48,1.5,2.43,1.24,26.59
20/11/20,0.0,2.33,1.4,2.25,1.24,21.90
21/11/20,0.0,2.25,1.35,2.07,1.21,9.65
22/11/20,0.0,2.18,1.15,1.98,1.87,9.64
23/11/20,0.0,2.03,1,1.71,2.32,9.70
24/11/20,0.0,1.88,0.75,1.08,2.32,9.69
25/11/20,0.0,1.4,0.65,0.54,2.44,2.16
26/11/20,0.0,1.35,0.5,0.36,2.35,0.00
27/11/20,0.0,1.25,0.35,0,2.26,0.00
28/11/20,0.0,1.2,0.3,0,2.23,0.00
29/11/20,0.0,1.15,0.1,0,2.17,0.00
30/11/20,0.0,1.15,0,0,2.35,0.00
01/12/20,0.0,1.1,0,0,2.23,0.00
02/12/20,0.0,1.1,0,0,2.11,0.00
03/12/20,0.0,1.05,0,0,2.08,0.00
04/12/20,0.0,1,0,0,1.48,0.00
05/12/20,0.0,0.95,0,0,1.21,0.00
06/12/20,0.0,1,0,0,1.21,0.00
07/12/20,0.0,0.48,0,0,1.21,0.00
08/12/20,0.0,0.2,0,0,1.21,0.00
09/12/20,0.0,0.18,0,0,1.18,0.00
10/12/20,0.0,0.18,0,0,1.18,0.00
11/12/20,0.0,0.15,0,0,1.18,0.00
12/12/20,0.0,0.1,0,0,1.18,0.00
13/12/20,0.0,0.08,0,0,1.18,0.00
14/12/20,0.0,0.05,0,0,1.18,0.00
15/12/20,0.0,0.05,0,0,1.21,0.00
16/12/20,0.0,0.08,0,0,1.21,0.00
17/12/20,0.0,0.05,0,0,1.18,0.00
18/12/20,0.0,0.05,0,0,1.18,0.00
19/12/20,0.0,0,0,0,1.18,0.00
20/12/20,0.0,0.03,0,0,1.18,0.00
21/12/20,0.0,0.13,0,0,1.18,0.00
22/12/20,0.0,0.23,0,0,1.18,0.00
23/12/20,0.0,0.25,0,0,1.18,0.00
24/12/20,0.0,0.25,0,0,1.18,0.00
25/12/20,0.0,0.28,0,0,1.18,0.00
26/12/20,0.0,0.3,0,0,1.18,0.00
27/12/20,0.0,0.33,0,0,1.18,0.00
28/12/20,0.0,0.3,0,0,1.18,0.00
29/12/20,0.0,0.3,0,0,1.18,0.00
30/12/20,0.0,0.3,0,0,1.18,0.00
31/12/20,0.0,0.28,0,0,1.18,0.00
01/01/21,0.0,0.4,0,0,1.15,0.00
02/01/21,0.0,0.43,0,0,1.15,0.00
03/01/21,0.0,0.3,0,0,1.15,0.00
04/01/21,0.0,0.28,0,0,1.15,0.00
05/01/21,0.0,0.23,0,0,1.15,0.00
06/01/21,0.0,0.23,0,0,1.15,0.00
07/01/21,0.0,0.1,0,0,1.15,0.00
08/01/21,0.0,0,0,0,1.15,0.00
09/01/21,0.0,0,0,0,1.15,0.00
10/01/21,0.0,0,0,0,1.15,0.00
11/01/21,0.0,0,0,0,1.15,0.00
12/01/21,0.0,0,0,0,1.15,0.00
13/01/21,0.0,0,0,0,1.15,0.00
14/01/21,0.0,0,0,0,1.15,0.00
15/01/21,0.0,0,0,0,1.15,0.00
16/01/21,0.0,0,0,0,1.15,0.00
17/01/21,0.0,0,0,0,1.15,0.00
18/01/21,0.0,0,0,0,1.12,0.00
19/01/21,0.0,0,0,0,1.12,0.00
20/01/21,0.0,0,0,0,1.12,0.00
21/01/21,0.0,0,0,0,1.12,0.00
22/01/21,0.0,0,0,0,1.12,0.00
23/01/21,0.0,0,0,0,1.12,0.00
24/01/21,0.0,0,0,0,1.12,0.00
25/01/21,0.0,0,0,0,1.12,0.00
26/01/21,0.0,0,0,0,1.12,0.00
27/01/21,0.0,0,0,0,1.12,0.00
28/01/21,0.0,0,0,0,1.12,0.00
29/01/21,0.0,0,0,0,1.12,0.00
30/01/21,0.0,0,0,0,1.12,0.00
31/01/21,0.0,0,0,0,1.12,0.00
01/02/21,0.0,0,0,0,1.12,0.00
02/02/21,0.0,0,0,0,1.09,0.00
03/02/21,0.0,0,0,0,1.12,0.00
04/02/21,0.0,0,0,0,1.09,0.00
05/02/21,0.0,0,0,0,1.09,0.00
06/02/21,0.0,0,0,0,1.09,0.00
07/02/21,1.1,0,0,0,1.09,0.00
08/02/21,4.5,0,0,0,1.09,0.00
09/02/21,2.9,0,0,0,1.09,0.00
10/02/21,0.0,0,0,0,1.09,29.97
11/02/21,0.0,0,0,0,1.09,16.61
12/02/21,0.0,0,0,0,1.09,9.10
13/02/21,0.0,0,0,0,1.09,0.00
14/02/21,0.0,0,0,0,1.09,0.00
15/02/21,0.0,0,0,0,1.12,0.00
16/02/21,0.0,0,0,0,1.12,0.00
17/02/21,0.0,0,0,0,1.12,0.00
18/02/21,0.0,0,0,0,1.12,0.00
19/02/21,0.0,0,0,0,1.09,0.00
20/02/21,0.0,0,0,0,1.09,0.00
21/02/21,0.0,0,0,0,1.12,0.00
22/02/21,0.0,0,0,0,1.09,0.00
23/02/21,0.0,0,0,0,1.09,0.00
24/02/21,0.0,0,0,0,1.09,0.00
25/02/21,0.0,0,0,0,1.09,0.00
26/02/21,0.0,0,0,0,1.09,0.00
27/02/21,0.0,0,0,0,1.09,0.00
28/02/21,0.0,0,0,0,1.09,0.00
01/03/21,0.0,0,0,0,1.09,0.00
02/03/21,8.0,0,0,0,1.09,0.00
03/03/21,12.4,0,0,0,1.09,0.00
04/03/21,1.7,0,0,0,1.09,12.48
05/03/21,9.0,0,0,0,1.06,0.00
06/03/21,0.0,0,0,0,1.06,4.14
07/03/21,7.0,0,0,0,1.06,15.34
08/03/21,3.4,0,0,0,1.06,0.23
09/03/21,0.0,0,0,0,1.06,0.00
10/03/21,0.0,0,0,0,1.06,11.76
11/03/21,0.0,0,0,0,1.06,0.00
12/03/21,0.0,0,0,0,1.06,0.00
13/03/21,0.0,0,0,0,1.06,0.00
14/03/21,0.0,0,0,0,1.06,0.00
15/03/21,0.0,0,0,0,1.06,0.00
16/03/21,0.0,0,0,0,1.06,7.14
17/03/21,0.0,0,0,0,1.06,0.00
18/03/21,0.0,0,0,0,1.06,0.00
19/03/21,0.0,0,0,0,1.06,0.00
20/03/21,0.0,0,0,0,1.06,0.00
21/03/21,16.4,0,0,0,1.06,0.00
22/03/21,0.0,0,0,0,1.06,23.68
23/03/21,0.0,0,0,0,1.06,23.66
24/03/21,0.0,0,0,0,1.06,23.63
25/03/21,0.0,0,0,0,1.06,23.59
26/03/21,0.0,0,0,0,1.03,14.56
27/03/21,0.0,0,0,0,1.03,5.68
28/03/21,0.0,0,0,0,1.03,5.65
29/03/21,0.0,0,0,0,1.03,0.00
30/03/21,0.0,0,0,0,1.03,0.00
31/03/21,0.0,0,0,0,1.03,3.34
01/04/21,0.0,0,0,0,0.63,3.33
02/04/21,0.0,0,0,0,0.63,12.23
03/04/21,2.8,0,0,0,0.63,3.37
04/04/21,32.0,0,0,0,0.63,12.14
05/04/21,9.0,0,0,0,0.63,21.10
06/04/21,26.2,0,0,0,0.63,30.00
07/04/21,2.8,0,0,0,0.63,65.86
08/04/21,0.0,0,0,0,0.63,3.34
09/04/21,1.2,4.44,0,0,0.63,3.28
10/04/21,2.1,3,0,0,0.63,3.19
11/04/21,11.6,2.44,0,0,0.63,3.22
12/04/21,0.0,2.2,0,0,0.63,0.00
13/04/21,0.1,3.48,0,0,0.63,0.00
14/04/21,7.2,2.48,0,0,0.63,10.90
15/04/21,0.0,1.68,0,0,0.63,19.80
16/04/21,2.0,1.64,0,0,0.63,10.88
17/04/21,0.1,2.12,0,0,0.63,3.03
18/04/21,28.3,2.48,0,0,0.63,11.92
19/04/21,0.0,2.92,0,0,3.83,29.73
20/04/21,2.1,3.36,4.88,0,0.63,24.73
21/04/21,0.0,3.52,6.06,0,0.06,28.72
22/04/21,0.2,3.04,6.06,0,0,10.86
23/04/21,0.0,1.72,5.58,0,0,19.77
24/04/21,0.2,1.48,5.1,0,0,22.22
25/04/21,3.9,1.28,4.11,0,0,1.88
26/04/21,4.9,1.32,3.7,0,0,10.79
27/04/21,0.6,1.16,3.5,0,0,10.79
28/04/21,8.4,1.08,3.3,0,0,23.63
29/04/21,17.1,2.44,3.4,0,0,32.60
30/04/21,4.8,1.6,3.6,0,11.9,29.85
01/05/21,3.8,1.52,6.18,0,12.34,27.63
02/05/21,5.9,2.04,8.2,7.52,4.67,9.07
03/05/21,0.0,2.96,7.38,5,0.9,0.15
04/05/21,0.2,2.32,8.9,3.35,0,17.97
05/05/21,10.1,2.68,8.2,3.05,6.16,26.91
06/05/21,1.1,1.68,6.18,4.4,15.15,26.90
07/05/21,0.0,2.16,5.34,4.25,6.11,30.73
08/05/21,6.3,1.2,4.77,3.35,2.48,18.02
09/05/21,1.1,1.4,3.7,2.3,2.67,18.04
10/05/21,7.2,4.94,3.1,1.82,1.35,9.13
11/05/21,10.6,2.72,3.8,1.64,0.48,0.21
12/05/21,0.0,0.88,7.02,1.64,0,18.04
13/05/21,0.0,0.6,5.22,1.4,0,19.10
14/05/21,0.0,0.44,4.44,1.22,0,10.15
15/05/21,0.0,0.32,5.22,1.04,0,19.05
16/05/21,0.0,0.2,5.58,0.92,0,17.71
17/05/21,2.7,0.12,4.88,0.8,0,1.82
18/05/21,0.0,0.64,5.94,0.72,0,0.00
19/05/21,17.5,0.8,4.99,0.56,0,0.00
20/05/21,8.1,2.68,4.33,0.52,0,0.00
21/05/21,0.0,11.6,3.8,0.4,0,0.00
22/05/21,0.0,1.96,6.66,0.2,0,0.00
23/05/21,0.0,0.52,4.22,0,0,0.00
24/05/21,4.1,0.16,2.93,0,0,0.00
25/05/21,5.6,0,2.55,0,0,0.00
26/05/21,1.3,1.84,2.48,0,0,0.00
27/05/21,10.9,2.68,2.55,0,0,0.00
28/05/21,5.7,2.88,2.33,0,5.85,0.00
29/05/21,0.1,8.52,1.73,0,0.75,0.00
30/05/21,0.0,4.68,3.6,0,0.75,0.00
31/05/21,0.0,1.72,5.22,0,0.75,0.00
01/06/21,0.0,0.96,2.33,0,0.72,0.00
02/06/21,0.0,0.56,1.35,0,0.75,0.00
03/06/21,0.0,0.4,0.98,0,0.75,0.00
04/06/21,0.9,0.64,0.38,0,0.75,0.00
05/06/21,0.0,0.88,0,0,0.72,0.00
06/06/21,10.5,0.44,0,0,0.72,0.00
07/06/21,1.1,0.44,0,0,0.75,0.00
08/06/21,10.0,3.08,0,0,0.75,2.09
09/06/21,1.8,9.51,0,0,0.66,5.95
10/06/21,5.7,13.7,0.98,0,0.39,2.84
11/06/21,9.6,7.72,8.76,0,0.42,0.00
12/06/21,0.8,13.7,4.99,0,0.42,0.00
13/06/21,9.3,5.92,8.34,0,0.42,0.00
14/06/21,3.0,2.8,6.42,0,0.39,2.72
15/06/21,0.7,13.04,4.88,0,0.39,20.61
16/06/21,0.1,12.93,11.79,0,0.39,37.47
17/06/21,0.0,5.57,11.79,0,0.39,21.11
18/06/21,1.6,8.7,7.5,0,0.39,11.22
19/06/21,0.1,5.22,6.78,0,0.39,7.25
20/06/21,0.0,2.56,4.55,0,0.39,7.23
21/06/21,0.0,1.44,1.65,0,0.39,7.16
22/06/21,0.0,0.84,0.23,0,0.39,17.15
23/06/21,2.4,0.68,0,0,0.39,9.53
24/06/21,0.0,1.04,0,0,0.39,9.71
25/06/21,0.0,1.08,0,0,0.39,7.40
26/06/21,0.0,0.64,0,0,0.39,7.12
27/06/21,3.5,0.8,0,0,0.39,0.00
28/06/21,2.6,1.16,0,0,0.39,2.45
29/06/21,1.1,1.28,0,0,0.39,0.00
30/06/21,8.1,1.12,0,0,0.15,0.00
01/07/21,0.4,1.64,0,0,0,0.00
02/07/21,0.0,2.24,0,0,0,0.00
03/07/21,0.0,1.36,0,0,0,0.00
04/07/21,2.1,0.72,0,0,0,0.00
05/07/21,11.0,0.52,0,0,0,0.00
06/07/21,11.0,0.48,0,0,0,0.00
07/07/21,5.8,0.48,0,0,3.55,0.00
08/07/21,6.4,1,0,0,0,0.00
09/07/21,1.8,6.92,0,0,0,6.90
10/07/21,13.3,11.6,0,0,1.65,6.38
11/07/21,1.0,7.16,4.44,0,0.9,11.24
12/07/21,0.2,5.15,8.62,0,0,9.04
13/07/21,6.0,5.08,7.92,0,0,3.44
14/07/21,11.9,3.16,6.78,0,0,0.00
15/07/21,23.6,8.61,3.9,0,0.54,8.30
16/07/21,0.2,6.52,6.78,0,11.34,22.89
17/07/21,16.9,9.6,7.92,0,5.17,13.19
18/07/21,3.5,5.22,10.66,0,0.93,13.19
19/07/21,0.8,2.68,7.02,0,0.99,13.22
20/07/21,3.2,3.4,4.11,0,0.66,8.37
21/07/21,0.2,4.56,4,0,0.66,8.50
22/07/21,10.4,4.87,3.5,0,0.66,0.00
23/07/21,5.8,6.36,4.88,0,0.66,0.00
24/07/21,19.2,22.56,6.66,0,0.81,4.41
25/07/21,6.9,34.82,36.9,0,1.2,0.00
26/07/21,0.6,49.48,46.7,0,1.2,0.00
27/07/21,0.7,48.76,53.75,0,1.2,4.40
28/07/21,0.0,26.76,54.33,0,0.93,9.26
29/07/21,0.0,10.1,43.15,0,1.14,4.40
30/07/21,2.2,5.99,31.4,0,1.2,9.26
31/07/21,31.7,3.9,26.06,50.68,1.08,9.27
01/08/21,0.0,2.68,7.78,60.97,1.2,14.16
02/08/21,0.3,2.12,5.82,46.96,1.2,9.18
03/08/21,11.1,2.32,4.11,27.3,1.2,0.21
04/08/21,1.3,2.04,4.55,15.7,3.32,5.31
05/08/21,2.4,7.08,5.46,10.44,1.29,0.00
06/08/21,2.0,3.28,8.76,7.18,0.72,28.13
07/08/21,0.0,2.16,6.18,5.75,0.78,40.67
08/08/21,0.0,1.6,3.2,5.3,0.75,40.73
09/08/21,0.0,1.28,1.73,5.6,0.69,0.00
10/08/21,0.0,0.96,0.83,5.45,0.36,0.00
11/08/21,0.1,0.64,0.45,3.35,0,0.00
12/08/21,0.0,0.4,0.15,1.82,0,0.00
13/08/21,2.7,0.24,0,1.4,0,0.00
14/08/21,7.9,0.32,0,1.16,0,0.00
15/08/21,10.7,1.08,0,1.1,0,0.00
16/08/21,0.0,1,0,0.92,0,0.00
17/08/21,0.0,5.36,0.45,0.72,0.06,0.00
18/08/21,0.0,2.88,4.55,11.16,0.09,0.00
19/08/21,0.0,1.32,3.7,11.52,0.09,0.00
20/08/21,0.0,0.72,2.03,7.18,0.09,1.35
21/08/21,0.0,0.48,1.28,6.2,0.09,1.27
22/08/21,0.0,1.8,0.45,10.98,0.09,1.66
23/08/21,2.7,1.08,0,7.86,0.09,0.00
24/08/21,2.1,0.36,0.53,4.25,0.09,0.00
25/08/21,1.9,0.48,0.3,2.45,0.09,1.91
26/08/21,22.5,1.64,0,1.7,0.09,3.87
27/08/21,9.0,3.28,0,1.52,1.71,9.77
28/08/21,18.6,4.32,6.06,2.3,3.55,15.69
29/08/21,11.0,4.62,13.75,13.58,17.01,17.69
30/08/21,3.8,6.44,30.15,27.3,18.18,25.60
31/08/21,11.8,22.56,32.9,60.65,19.53,26.52
01/09/21,30.4,34.64,43.4,100,27.59,88.75
02/09/21,6.8,22.28,45.86,128.6,35.09,114.88
03/09/21,4.5,15.64,39.65,140.5,54.4,116.06
04/09/21,3.3,12.1,36.65,150.58,23.88,266.68
05/09/21,3.8,20.6,37.9,162.82,8.59,192.73
06/09/21,14.5,33.56,41.9,169.3,16.2,188.81
07/09/21,6.3,43.3,52.3,167.5,19.35,44.69
08/09/21,0.1,28.52,58.8,158.14,14.78,165.03
09/09/21,0.8,43.1,51.46,150.22,15.3,234.16
10/09/21,18.9,100.9,68.92,150.58,10.77,225.03
11/09/21,6.2,100.9,100.35,168.22,23.57,207.36
12/09/21,0.3,95.46,119.25,205.83,12.49,180.78
13/09/21,5.6,88.24,126,238.3,6.94,145.25
14/09/21,7.3,62.98,131.4,251.1,6.06,198.82
15/09/21,16.0,60.27,133.52,243.3,20.41,198.94
16/09/21,6.3,46.75,136.7,234.8,23.06,234.72
17/09/21,0.1,45.1,144.65,231.98,37.46,261.38
18/09/21,12.8,56.2,147.3,229.34,5.63,350.19
19/09/21,5.3,40.1,146.24,223.62,6.79,350.32
20/09/21,10.8,49,143.06,217.02,4.71,286.23
21/09/21,22.8,68.58,136.7,212.9,5.59,260.65
22/09/21,16.4,48.76,133.52,226.26,54.4,273.61
23/09/21,10.2,47.59,136.7,258.6,153.8,312.26
24/09/21,42.4,55.48,139.88,281.68,78.85,363.77
25/09/21,90.0,57.4,145.18,302.6,110.93,350.74
26/09/21,12.4,81.2,156.31,418.5,344.06,1010.60
27/09/21,4.1,85.36,167.97,395.5,373.63,1235.82
28/09/21,7.3,73.06,172.74,355.97,253.88,1265.86
29/09/21,0.0,52.6,170.09,331.9,95.38,2422.34
30/09/21,1.7,36.8,169.03,318.28,44.63,1775.46
01/10/21,0.0,27.44,166.91,308.2,37.15,1364.81
02/10/21,1.4,24.1,162.67,299.81,22.25,1119.44
03/10/21,11.9,20.46,152.6,294.23,19.62,959.84
04/10/21,0.0,20.04,126.9,289.58,16.02,892.44
05/10/21,2.3,15.52,98.42,284.93,11.97,678.41
06/10/21,0.6,10.4,72.55,280.9,11.82,704.05
07/10/21,0.0,9.33,52.3,276.25,13.82,583.03
08/10/21,0.0,10.6,43.65,271.6,11.82,564.35
09/10/21,0.0,9.6,39.65,266.52,2.79,519.27
10/10/21,0.4,12.3,36.9,261.24,4.92,458.56
11/10/21,1.3,13.7,37.65,254.7,3.91,412.82
12/10/21,19.9,26.34,45.58,243.3,3.36,446.47
13/10/21,4.8,33.38,58.2,220.54,5,483.22
14/10/21,28.8,43.5,71.56,191.62,15.15,410.22
15/10/21,10.3,25.08,82.88,175.78,45.57,482.75
16/10/21,60.6,21.58,82.88,189.46,92.99,556.55
17/10/21,10.0,64.66,108.9,224.06,135.3,671.54
18/10/21,1.5,51.16,130.5,270.05,152.32,728.80
19/10/21,0.0,27.44,144.65,284,77.94,687.16
20/10/21,4.0,18.92,148.89,274.7,38.88,752.73
21/10/21,7.9,14.25,141.47,264.54,20.92,657.93
22/10/21,10.5,23.68,119.7,254.7,20.41,600.96
23/10/21,0.0,35.36,109.8,248.1,47.22,619.35
24/10/21,0.0,18.37,109.35,243.3,24.19,581.97
25/10/21,0.0,12.82,101.25,242.3,14.71,524.46
26/10/21,0.0,10.3,80.29,243.3,12.04,455.12
27/10/21,0.0,9.24,57.3,245.7,11.47,397.14
28/10/21,5.2,8.25,45.86,247.5,9.55,403.84
29/10/21,22.8,7.32,39.9,248.1,14.04,414.86
30/10/21,0.0,7.89,40.4,261.24,11.09,400.90
31/10/21,1.8,7.4,42.4,273.15,18.09,445.81
01/11/21,1.5,8.16,41.9,275.48,12.71,445.90
02/11/21,0.0,13.26,47.26,272.38,11.34,502.60
03/11/21,0.0,8.79,46.42,267.18,4.79,445.84
04/11/21,0.0,6.84,41.15,257.94,4.92,482.43
05/11/21,0.0,5.99,36.4,236.8,10.26,460.80
06/11/21,0.0,5.36,23.3,206.95,7.93,431.05
07/11/21,3.8,5.08,16.55,177.94,8.98,412.66
08/11/21,0.0,5.15,14.1,151.3,8.19,412.48
09/11/21,0.0,4.5,12.48,121.45,8.24,336.84
10/11/21,0.0,4.14,10,94.8,7.93,193.45
11/11/21,0.0,4.02,8.9,80.5,3.74,160.05
12/11/21,0.0,3.96,9.12,66.01,3.36,133.11
13/11/21,0.0,3.78,8.48,51.92,4.71,107.48
14/11/21,0.0,3.66,8.2,39.6,4.29,84.41
15/11/21,0.0,3.56,7.78,33.9,4.46,48.74
16/11/21,0.0,3.48,7.5,28.2,5.09,52.65
17/11/21,0.0,3.6,7.26,23.22,4.83,37.87
18/11/21,0.0,3.36,7.5,19.52,4.79,35.42
19/11/21,0.0,3.36,6.9,17.96,4.62,27.42
20/11/21,0.0,3.28,6.18,15.46,4.5,6.45
21/11/21,0.0,3.16,6.18,14.05,4.41,25.19
22/11/21,0.0,3.08,6.3,12.64,4.29,25.57
23/11/21,0.4,3.04,6.3,10.44,3.99,25.57
24/11/21,0.0,3.04,6.06,8.2,3.95,25.07
25/11/21,0.0,2.96,5.7,7.52,3.99,0.00
26/11/21,0.0,2.84,4.99,7.35,3.87,0.00
27/11/21,0.0,2.72,4.66,6.5,3.7,0.00
28/11/21,0.0,2.68,4.44,5.45,3.59,0.00
29/11/21,0.0,2.64,3.9,4.4,3.51,0.00
30/11/21,0.0,2.56,3.7,4.25,3.4,0.00
01/12/21,0.0,2,3.7,4.25,3.28,1.35
02/12/21,0.0,1.88,0.98,3.5,3.21,2.60
03/12/21,0.0,1.8,0,2.6,3.13,3.34
04/12/21,0.0,1.72,0,1.94,3.13,4.36
05/12/21,0.0,1.8,0,1.7,3.09,5.37
06/12/21,0.0,2.12,0,1.52,3.05,0.00
07/12/21,0.0,2.04,0,1.4,3.02,0.00
08/12/21,0.0,1.56,0,1.34,3.13,0.00
09/12/21,0.0,1.44,0,1.22,3.36,8.09
10/12/21,0.0,1.4,0,1.16,2.94,9.09
11/12/21,0.0,1.36,0,1.1,2.71,17.80
12/12/21,0.0,1.36,0,1.04,2.79,18.92
13/12/21,0.0,1.28,0,0.86,2.75,9.62
14/12/21,0.0,1.12,0,0.72,2.67,0.00
15/12/21,0.0,1.04,0,0.68,2.6,0.00
16/12/21,0.0,1,0,0.64,2.52,0.00
17/12/21,0.0,1,0,0.6,2.52,0.00
18/12/21,0.0,0.96,0,0.52,2.48,0.00
19/12/21,0.0,0.56,0,0.44,2.45,0.00
20/12/21,0.0,0.6,0,0.4,2.33,0.00
21/12/21,0.0,0.56,0,0.32,1.8,6.64
22/12/21,0.0,0.56,0,0.24,0.87,6.32
23/12/21,0.0,0.52,0,0,0.78,0.00
24/12/21,0.0,0.44,0,0,0.63,0.00
25/12/21,10.7,0.44,0,0,0.63,6.13
26/12/21,0.0,0.28,0,0,0.6,26.50
27/12/21,0.0,0,0,0,0.6,0.00
28/12/21,0.0,0,0,0,0.6,0.00
29/12/21,0.0,0,0,0,0.81,0.00
30/12/21,0.0,0,0,0,1.23,0.00
31/12/21,0.0,0,0,0,1.26,5.71
01/01/22,0.0,0,0,0,1.26,0.00
02/01/22,0.0,0,0,0,1.29,0.00
03/01/22,0.0,0,0,0,1.32,0.00
04/01/22,0.0,0,0,0,1.29,6.12
05/01/22,0.0,0,0,0,1.23,0.00
06/01/22,0.0,0,0,0,1.23,6.50
07/01/22,0.0,0.08,0,0,1.2,0.00
08/01/22,0.0,0.32,0,0,1.17,0.00
09/01/22,0.0,0.48,0,0,1.14,15.91
10/01/22,0.0,0.56,0,0,1.11,5.65
11/01/22,0.0,0.56,0,0,1.11,5.79
12/01/22,0.0,0.44,0,0,1.08,0.00
13/01/22,0.0,0.32,0,0,1.05,5.30
14/01/22,0.0,0.16,0,0,0.99,0.00
15/01/22,0.0,0.16,0,0,0.96,5.69
16/01/22,0.0,0.08,0,0,0.96,0.00
17/01/22,0.0,0.04,0,0,0.99,26.12
18/01/22,0.0,0.16,0,0,1.02,18.56
19/01/22,0.0,0.16,0,0,0.93,0.00
20/01/22,12.2,0.08,0,0,0.9,17.91
